Found 2517 video directories; workers=8; fps=auto; dry_run=False
[1/2517] actionclipautoautotrain00005: frames=281, subjects=5, fps=24.995 (ffprobe:actionclipautoautotrain00005.avi), written=281
[1524/2517] actioncliptrain00710: frames=259, subjects=5, fps=23.976 (ffprobe:actioncliptrain00710.avi), written=259
[1525/2517] actioncliptrain00719: frames=103, subjects=5, fps=23.976 (ffprobe:actioncliptrain00719.avi), written=103
[1526/2517] actioncliptrain00713: frames=207, subjects=5, fps=23.976 (ffprobe:actioncliptrain00713.avi), written=207
[1527/2517] actioncliptrain00714: frames=201, subjects=5, fps=23.976 (ffprobe:actioncliptrain00714.avi), written=201
[1528/2517] actioncliptrain00716: frames=196, subjects=5, fps=23.976 (ffprobe:actioncliptrain00716.avi), written=196
[1529/2517] actioncliptrain00720: frames=127, subjects=5, fps=25 (ffprobe:actioncliptrain00720.avi), written=127
[1530/2517] actioncliptrain00715: frames=347, subjects=5, fps=23.976 (ffprobe:actioncliptrain00715.avi), written=347
[1531/2517] actioncliptrain00726: frames=121, subjects=5, fps=25 (ffprobe:actioncliptrain00726.avi), written=121
[1532/2517] actioncliptrain00722: frames=170, subjects=5, fps=25 (ffprobe:actioncliptrain00722.avi), written=170
[1533/2517] actioncliptrain00728: frames=87, subjects=5, fps=25 (ffprobe:actioncliptrain00728.avi), written=87
[1534/2517] actioncliptrain00721: frames=215, subjects=5, fps=25 (ffprobe:actioncliptrain00721.avi), written=215
[1535/2517] actioncliptrain00731: frames=105, subjects=5, fps=25 (ffprobe:actioncliptrain00731.avi), written=105
[1536/2517] actioncliptrain00723: frames=334, subjects=5, fps=25 (ffprobe:actioncliptrain00723.avi), written=334
[1537/2517] actioncliptrain00727: frames=182, subjects=5, fps=25 (ffprobe:actioncliptrain00727.avi), written=182
[1538/2517] actioncliptrain00730: frames=108, subjects=5, fps=25 (ffprobe:actioncliptrain00730.avi), written=108
[1539/2517] actioncliptrain00729: frames=129, subjects=5, fps=25 (ffprobe:actioncliptrain00729.avi), written=129
[1540/2517] actioncliptrain00734: frames=105, subjects=4, fps=25 (ffprobe:actioncliptrain00734.avi), written=105
[1541/2517] actioncliptrain00737: frames=90, subjects=4, fps=25 (ffprobe:actioncliptrain00737.avi), written=90
[1542/2517] actioncliptrain00739: frames=382, subjects=5, fps=25 (ffprobe:actioncliptrain00739.avi), written=382
[1543/2517] actioncliptrain00735: frames=334, subjects=5, fps=25 (ffprobe:actioncliptrain00735.avi), written=334
[1544/2517] actioncliptrain00738: frames=363, subjects=5, fps=25 (ffprobe:actioncliptrain00738.avi), written=363
[1545/2517] actioncliptrain00740: frames=185, subjects=5, fps=25 (ffprobe:actioncliptrain00740.avi), written=185
[1546/2517] actioncliptrain00725: frames=796, subjects=5, fps=25 (ffprobe:actioncliptrain00725.avi), written=796
[1547/2517] actioncliptrain00741: frames=150, subjects=5, fps=25 (ffprobe:actioncliptrain00741.avi), written=150
[1548/2517] actioncliptrain00744: frames=74, subjects=5, fps=25 (ffprobe:actioncliptrain00744.avi), written=74
[1549/2517] actioncliptrain00743: frames=151, subjects=3, fps=25 (ffprobe:actioncliptrain00743.avi), written=151
[1550/2517] actioncliptrain00732: frames=529, subjects=5, fps=25 (ffprobe:actioncliptrain00732.avi), written=529
[1551/2517] actioncliptrain00747: frames=77, subjects=5, fps=25 (ffprobe:actioncliptrain00747.avi), written=77
[1552/2517] actioncliptrain00746: frames=166, subjects=5, fps=25 (ffprobe:actioncliptrain00746.avi), written=166
[1553/2517] actioncliptrain00748: frames=492, subjects=4, fps=25 (ffprobe:actioncliptrain00748.avi), written=492
[1554/2517] actioncliptrain00736: frames=692, subjects=5, fps=25 (ffprobe:actioncliptrain00736.avi), written=692
[1555/2517] actioncliptrain00752: frames=95, subjects=4, fps=25 (ffprobe:actioncliptrain00752.avi), written=95
[1556/2517] actioncliptrain00749: frames=877, subjects=5, fps=25 (ffprobe:actioncliptrain00749.avi), written=877
[1557/2517] actioncliptrain00753: frames=319, subjects=5, fps=25 (ffprobe:actioncliptrain00753.avi), written=319
[1558/2517] actioncliptrain00754: frames=89, subjects=5, fps=25 (ffprobe:actioncliptrain00754.avi), written=89
[1559/2517] actioncliptrain00733: frames=937, subjects=5, fps=25 (ffprobe:actioncliptrain00733.avi), written=937
[1560/2517] actioncliptrain00742: frames=1324, subjects=5, fps=25 (ffprobe:actioncliptrain00742.avi), written=1324
[1561/2517] actioncliptrain00724: frames=1139, subjects=5, fps=25 (ffprobe:actioncliptrain00724.avi), written=1139
[1562/2517] actioncliptrain00751: frames=671, subjects=5, fps=25 (ffprobe:actioncliptrain00751.avi), written=671
[1563/2517] actioncliptrain00758: frames=152, subjects=5, fps=25 (ffprobe:actioncliptrain00758.avi), written=152
[1564/2517] actioncliptrain00760: frames=150, subjects=5, fps=25 (ffprobe:actioncliptrain00760.avi), written=150
[1565/2517] actioncliptrain00759: frames=194, subjects=5, fps=25 (ffprobe:actioncliptrain00759.avi), written=194
[1566/2517] actioncliptrain00755: frames=281, subjects=4, fps=25 (ffprobe:actioncliptrain00755.avi), written=281
[1567/2517] actioncliptrain00756: frames=240, subjects=5, fps=25 (ffprobe:actioncliptrain00756.avi), written=240
[1568/2517] actioncliptrain00757: frames=243, subjects=5, fps=25 (ffprobe:actioncliptrain00757.avi), written=243
[1569/2517] actioncliptrain00764: frames=143, subjects=5, fps=25 (ffprobe:actioncliptrain00764.avi), written=143
[1570/2517] actioncliptrain00762: frames=187, subjects=5, fps=25 (ffprobe:actioncliptrain00762.avi), written=187
[1571/2517] actioncliptrain00765: frames=131, subjects=5, fps=25 (ffprobe:actioncliptrain00765.avi), written=131
[1572/2517] actioncliptrain00768: frames=88, subjects=4, fps=25 (ffprobe:actioncliptrain00768.avi), written=88
[1573/2517] actioncliptrain00761: frames=313, subjects=5, fps=25 (ffprobe:actioncliptrain00761.avi), written=313
[1574/2517] actioncliptrain00763: frames=448, subjects=5, fps=25 (ffprobe:actioncliptrain00763.avi), written=448
[1575/2517] actioncliptrain00745: frames=1748, subjects=5, fps=25 (ffprobe:actioncliptrain00745.avi), written=1748
[1576/2517] actioncliptrain00767: frames=169, subjects=5, fps=25 (ffprobe:actioncliptrain00767.avi), written=169
[1577/2517] actioncliptrain00770: frames=87, subjects=4, fps=25 (ffprobe:actioncliptrain00770.avi), written=87
[1578/2517] actioncliptrain00766: frames=611, subjects=5, fps=25 (ffprobe:actioncliptrain00766.avi), written=611
[1579/2517] actioncliptrain00771: frames=193, subjects=5, fps=25 (ffprobe:actioncliptrain00771.avi), written=193
[1580/2517] actioncliptrain00750: frames=1764, subjects=5, fps=25 (ffprobe:actioncliptrain00750.avi), written=1764
[1581/2517] actioncliptrain00772: frames=165, subjects=5, fps=25 (ffprobe:actioncliptrain00772.avi), written=165
[1582/2517] actioncliptrain00773: frames=140, subjects=4, fps=25 (ffprobe:actioncliptrain00773.avi), written=140
[1583/2517] actioncliptrain00774: frames=189, subjects=5, fps=25 (ffprobe:actioncliptrain00774.avi), written=189
[1584/2517] actioncliptrain00776: frames=147, subjects=5, fps=25 (ffprobe:actioncliptrain00776.avi), written=147
[1585/2517] actioncliptrain00777: frames=152, subjects=5, fps=25 (ffprobe:actioncliptrain00777.avi), written=152
[1586/2517] actioncliptrain00778: frames=168, subjects=5, fps=25 (ffprobe:actioncliptrain00778.avi), written=168
[1587/2517] actioncliptrain00780: frames=137, subjects=5, fps=25 (ffprobe:actioncliptrain00780.avi), written=137
[1588/2517] actioncliptrain00782: frames=135, subjects=5, fps=25 (ffprobe:actioncliptrain00782.avi), written=135
[1589/2517] actioncliptrain00769: frames=414, subjects=5, fps=25 (ffprobe:actioncliptrain00769.avi), written=414
[1590/2517] actioncliptrain00783: frames=206, subjects=5, fps=25 (ffprobe:actioncliptrain00783.avi), written=206
[1591/2517] actioncliptrain00787: frames=90, subjects=4, fps=25 (ffprobe:actioncliptrain00787.avi), written=90
[1592/2517] actioncliptrain00781: frames=233, subjects=4, fps=25 (ffprobe:actioncliptrain00781.avi), written=233
[1593/2517] actioncliptrain00784: frames=251, subjects=5, fps=25 (ffprobe:actioncliptrain00784.avi), written=251
[1594/2517] actioncliptrain00788: frames=173, subjects=5, fps=25 (ffprobe:actioncliptrain00788.avi), written=173
[1595/2517] actioncliptrain00785: frames=350, subjects=5, fps=25 (ffprobe:actioncliptrain00785.avi), written=350
[1596/2517] actioncliptrain00790: frames=154, subjects=5, fps=25 (ffprobe:actioncliptrain00790.avi), written=154
[1597/2517] actioncliptrain00789: frames=188, subjects=4, fps=25 (ffprobe:actioncliptrain00789.avi), written=188
[1598/2517] actioncliptrain00791: frames=203, subjects=4, fps=25 (ffprobe:actioncliptrain00791.avi), written=203
[1599/2517] actioncliptrain00793: frames=153, subjects=5, fps=25 (ffprobe:actioncliptrain00793.avi), written=153
[1600/2517] actioncliptrain00794: frames=144, subjects=5, fps=25 (ffprobe:actioncliptrain00794.avi), written=144
[1601/2517] actioncliptrain00796: frames=176, subjects=5, fps=25 (ffprobe:actioncliptrain00796.avi), written=176
[1602/2517] actioncliptrain00792: frames=288, subjects=5, fps=25 (ffprobe:actioncliptrain00792.avi), written=288
[1603/2517] actioncliptrain00798: frames=133, subjects=5, fps=25 (ffprobe:actioncliptrain00798.avi), written=133
[1604/2517] actioncliptrain00797: frames=138, subjects=5, fps=25 (ffprobe:actioncliptrain00797.avi), written=138
[1605/2517] actioncliptrain00799: frames=215, subjects=5, fps=25 (ffprobe:actioncliptrain00799.avi), written=215
[1606/2517] actioncliptrain00800: frames=292, subjects=5, fps=25 (ffprobe:actioncliptrain00800.avi), written=292
[1607/2517] actioncliptrain00803: frames=137, subjects=5, fps=25 (ffprobe:actioncliptrain00803.avi), written=137
[1608/2517] actioncliptrain00786: frames=555, subjects=4, fps=25 (ffprobe:actioncliptrain00786.avi), written=555
[1609/2517] actioncliptrain00805: frames=122, subjects=5, fps=25 (ffprobe:actioncliptrain00805.avi), written=122
[1610/2517] actioncliptrain00806: frames=122, subjects=5, fps=25 (ffprobe:actioncliptrain00806.avi), written=122
[1611/2517] actioncliptrain00802: frames=395, subjects=5, fps=25 (ffprobe:actioncliptrain00802.avi), written=395
[1612/2517] actioncliptrain00807: frames=84, subjects=5, fps=25 (ffprobe:actioncliptrain00807.avi), written=84
[1613/2517] actioncliptrain00809: frames=121, subjects=5, fps=25 (ffprobe:actioncliptrain00809.avi), written=121
[1614/2517] actioncliptrain00808: frames=147, subjects=5, fps=25 (ffprobe:actioncliptrain00808.avi), written=147
[1615/2517] actioncliptrain00810: frames=116, subjects=5, fps=25 (ffprobe:actioncliptrain00810.avi), written=116
[1616/2517] actioncliptrain00795: frames=578, subjects=5, fps=25 (ffprobe:actioncliptrain00795.avi), written=578
[1617/2517] actioncliptrain00811: frames=182, subjects=5, fps=25 (ffprobe:actioncliptrain00811.avi), written=182
[1618/2517] actioncliptrain00801: frames=769, subjects=5, fps=25 (ffprobe:actioncliptrain00801.avi), written=769
[1619/2517] actioncliptrain00804: frames=694, subjects=5, fps=25 (ffprobe:actioncliptrain00804.avi), written=694
[1620/2517] actioncliptrain00816: frames=169, subjects=5, fps=25 (ffprobe:actioncliptrain00816.avi), written=169
[1621/2517] actioncliptrain00813: frames=532, subjects=5, fps=25 (ffprobe:actioncliptrain00813.avi), written=532
[1622/2517] actioncliptrain00815: frames=436, subjects=5, fps=25 (ffprobe:actioncliptrain00815.avi), written=436
[1623/2517] actioncliptrain00819: frames=96, subjects=5, fps=25 (ffprobe:actioncliptrain00819.avi), written=96
[1624/2517] actioncliptrain00779: frames=1210, subjects=5, fps=25 (ffprobe:actioncliptrain00779.avi), written=1210
[1625/2517] actioncliptrain00820: frames=125, subjects=4, fps=25 (ffprobe:actioncliptrain00820.avi), written=125
[1626/2517] actioncliptrain00821: frames=110, subjects=5, fps=25 (ffprobe:actioncliptrain00821.avi), written=110
[1627/2517] actioncliptrain00822: frames=127, subjects=4, fps=25 (ffprobe:actioncliptrain00822.avi), written=127
[1628/2517] actioncliptrain00814: frames=789, subjects=5, fps=25 (ffprobe:actioncliptrain00814.avi), written=789
[1629/2517] actioncliptrain00823: frames=139, subjects=5, fps=25 (ffprobe:actioncliptrain00823.avi), written=139
[1630/2517] actioncliptest00002: frames=110, subjects=5, fps=23.976 (ffprobe:actioncliptest00002.avi), written=110
[1631/2517] actioncliptest00001: frames=207, subjects=5, fps=23.976 (ffprobe:actioncliptest00001.avi), written=207
[1632/2517] actioncliptest00003: frames=139, subjects=5, fps=23.976 (ffprobe:actioncliptest00003.avi), written=139
[1633/2517] actioncliptrain00818: frames=592, subjects=5, fps=25 (ffprobe:actioncliptrain00818.avi), written=592
[1634/2517] actioncliptest00005: frames=126, subjects=5, fps=23.976 (ffprobe:actioncliptest00005.avi), written=126
[1635/2517] actioncliptest00004: frames=323, subjects=5, fps=23.976 (ffprobe:actioncliptest00004.avi), written=323
[1636/2517] actioncliptrain00812: frames=1077, subjects=5, fps=25 (ffprobe:actioncliptrain00812.avi), written=1077
[1637/2517] actioncliptrain00775: frames=2246, subjects=5, fps=25 (ffprobe:actioncliptrain00775.avi), written=2246
[1638/2517] actioncliptest00008: frames=166, subjects=5, fps=23.976 (ffprobe:actioncliptest00008.avi), written=166
[1639/2517] actioncliptest00009: frames=225, subjects=5, fps=23.976 (ffprobe:actioncliptest00009.avi), written=225
[1640/2517] actioncliptest00010: frames=138, subjects=5, fps=23.976 (ffprobe:actioncliptest00010.avi), written=138
[1641/2517] actioncliptest00006: frames=413, subjects=5, fps=23.976 (ffprobe:actioncliptest00006.avi), written=413
[1642/2517] actioncliptest00011: frames=137, subjects=5, fps=23.976 (ffprobe:actioncliptest00011.avi), written=137
[1643/2517] actioncliptest00014: frames=152, subjects=5, fps=23.976 (ffprobe:actioncliptest00014.avi), written=152
[1644/2517] actioncliptest00016: frames=94, subjects=5, fps=23.976 (ffprobe:actioncliptest00016.avi), written=94
[1645/2517] actioncliptest00017: frames=159, subjects=5, fps=23.976 (ffprobe:actioncliptest00017.avi), written=159
[1646/2517] actioncliptest00018: frames=133, subjects=5, fps=23.976 (ffprobe:actioncliptest00018.avi), written=133
[1647/2517] actioncliptest00015: frames=288, subjects=5, fps=23.976 (ffprobe:actioncliptest00015.avi), written=288
[1648/2517] actioncliptest00019: frames=167, subjects=5, fps=23.976 (ffprobe:actioncliptest00019.avi), written=167
[1649/2517] actioncliptest00012: frames=459, subjects=5, fps=23.976 (ffprobe:actioncliptest00012.avi), written=459
[1650/2517] actioncliptest00023: frames=141, subjects=5, fps=23.976 (ffprobe:actioncliptest00023.avi), written=141
[1651/2517] actioncliptest00013: frames=631, subjects=5, fps=23.976 (ffprobe:actioncliptest00013.avi), written=631
[1652/2517] actioncliptest00020: frames=291, subjects=5, fps=23.976 (ffprobe:actioncliptest00020.avi), written=291
[1653/2517] actioncliptest00026: frames=131, subjects=5, fps=23.976 (ffprobe:actioncliptest00026.avi), written=131
[1654/2517] actioncliptest00027: frames=182, subjects=5, fps=23.976 (ffprobe:actioncliptest00027.avi), written=182
[1655/2517] actioncliptest00025: frames=254, subjects=4, fps=23.976 (ffprobe:actioncliptest00025.avi), written=254
[1656/2517] actioncliptest00028: frames=159, subjects=5, fps=23.976 (ffprobe:actioncliptest00028.avi), written=159
[1657/2517] actioncliptest00024: frames=446, subjects=5, fps=23.976 (ffprobe:actioncliptest00024.avi), written=446
[1658/2517] actioncliptest00030: frames=161, subjects=5, fps=25 (ffprobe:actioncliptest00030.avi), written=161
[1659/2517] actioncliptest00029: frames=326, subjects=5, fps=23.976 (ffprobe:actioncliptest00029.avi), written=326
[1660/2517] actioncliptest00031: frames=250, subjects=4, fps=25 (ffprobe:actioncliptest00031.avi), written=250
[1661/2517] actioncliptest00033: frames=224, subjects=5, fps=25 (ffprobe:actioncliptest00033.avi), written=224
[1662/2517] actioncliptest00034: frames=162, subjects=4, fps=25 (ffprobe:actioncliptest00034.avi), written=162
[1663/2517] actioncliptest00035: frames=103, subjects=5, fps=25 (ffprobe:actioncliptest00035.avi), written=103
[1664/2517] actioncliptest00022: frames=846, subjects=5, fps=23.976 (ffprobe:actioncliptest00022.avi), written=846
[1665/2517] actioncliptest00032: frames=450, subjects=5, fps=25 (ffprobe:actioncliptest00032.avi), written=450
[1666/2517] actioncliptest00039: frames=127, subjects=5, fps=23.976 (ffprobe:actioncliptest00039.avi), written=127
[1667/2517] actioncliptrain00817: frames=2224, subjects=5, fps=25 (ffprobe:actioncliptrain00817.avi), written=2224
[1668/2517] actioncliptest00021: frames=1172, subjects=5, fps=23.976 (ffprobe:actioncliptest00021.avi), written=1172
[1669/2517] actioncliptest00037: frames=411, subjects=4, fps=23.976 (ffprobe:actioncliptest00037.avi), written=411
[1670/2517] actioncliptest00044: frames=150, subjects=5, fps=23.976 (ffprobe:actioncliptest00044.avi), written=150
[1671/2517] actioncliptest00038: frames=466, subjects=5, fps=23.976 (ffprobe:actioncliptest00038.avi), written=466
[1672/2517] actioncliptest00043: frames=320, subjects=5, fps=23.976 (ffprobe:actioncliptest00043.avi), written=320
[1673/2517] actioncliptest00045: frames=121, subjects=5, fps=23.976 (ffprobe:actioncliptest00045.avi), written=121
[1674/2517] actioncliptest00007: frames=2283, subjects=5, fps=23.976 (ffprobe:actioncliptest00007.avi), written=2283
[1675/2517] actioncliptest00047: frames=107, subjects=5, fps=23.976 (ffprobe:actioncliptest00047.avi), written=107
[1676/2517] actioncliptest00049: frames=103, subjects=5, fps=23.976 (ffprobe:actioncliptest00049.avi), written=103
[1677/2517] actioncliptest00042: frames=506, subjects=4, fps=23.976 (ffprobe:actioncliptest00042.avi), written=506
[1678/2517] actioncliptest00041: frames=610, subjects=5, fps=23.976 (ffprobe:actioncliptest00041.avi), written=610
